订单号,成交时间,商品ID,商品名称,数量,单价,实付金额,运费,优惠金额,买家ID,退款状态,订单状态,备注
TB0000217,2026-08-12 05:41:22,1798104,运动户外-商品8104,1,264.69,264.69,0,0,100377,未退款,已完成,
TB0000218,2026-08-04 08:24:20,1611535,运动户外-商品1535,1,98.39,98.39,0,0,100388,未退款,已完成,
TB0000219,2026-08-11 02:22:04,4378389,美妆个护-商品8389,1,161.14,161.14,0,0,100388,未退款,已完成,
TB0000220,2026-08-12 07:03:54,2781598,图书文创-商品1598,1,34.67,34.67,0,0,100388,未退款,已完成,
TB0000221,2026-08-04 03:40:59,3085447,图书文创-商品5447,1,12.23,12.23,0,0,100395,未退款,已完成,
TB0000222,2026-08-11 04:54:07,3217399,数码家电-商品7399,1,563.89,563.89,0,0,100395,未退款,已完成,
TB0000223,2026-08-05 05:24:23,837560,数码家电-商品7560,1,632.1,632.1,0,0,100401,未退款,已完成,
TB0000224,2026-08-05 14:00:08,373734,数码家电-商品3734,1,767.75,767.75,0,0,100401,未退款,已完成,
TB0000225,2026-08-07 04:30:27,832785,母婴玩具-商品2785,1,145.27,145.27,0,0,100428,未退款,已完成,
TB0000226,2026-08-12 01:22:53,4088463,图书文创-商品8463,1,67.24,67.24,0,0,1000001,未退款,已完成,
TB0000227,2026-08-04 01:06:44,3991727,食品生鲜-商品1727,1,76.04,76.04,0,0,1000011,未退款,已完成,
TB0000228,2026-08-04 09:59:01,404297,图书文创-商品4297,1,49.02,49.02,0,0,1000011,未退款,已完成,
TB0000229,2026-08-08 05:55:33,1934938,食品生鲜-商品4938,1,88.63,88.63,0,0,1000027,未退款,已完成,
TB0000230,2026-08-12 15:15:02,3241094,家居日用-商品1094,1,45.32,45.32,0,0,1000027,未退款,已完成,
TB0000231,2026-08-08 05:52:07,2621260,数码家电-商品1260,1,345.66,345.66,0,0,1000028,未退款,已完成,
TB0000232,2026-08-10 07:12:19,1910706,数码家电-商品0706,1,164.95,164.95,0,0,1000028,未退款,已完成,
TB0000233,2026-08-11 13:08:39,863811,数码家电-商品3811,1,440.3,440.3,0,0,1000028,未退款,已完成,
TB0000234,2026-08-12 02:18:26,3947413,母婴玩具-商品7413,1,121.09,121.09,0,0,1000028,未退款,已完成,
TB0000235,2026-08-07 12:39:04,4753136,美妆个护-商品3136,1,108.05,108.05,0,0,1000037,未退款,已完成,
TB0000236,2026-08-07 12:39:48,3233631,美妆个护-商品3631,1,222.8,222.8,0,0,1000037,未退款,已完成,
TB0000237,2026-08-08 12:37:13,4753136,美妆个护-商品3136,1,178.07,178.07,0,0,1000037,未退款,已完成,
TB0000238,2026-08-10 05:44:28,1857072,母婴玩具-商品7072,1,120.9,120.9,0,0,1000037,未退款,已完成,
TB0000239,2026-08-10 10:49:04,303755,食品生鲜-商品3755,1,51.48,51.48,0,0,1000037,未退款,已完成,
TB0000240,2026-08-06 03:35:17,3916598,数码家电-商品6598,1,391.71,391.71,0,0,1000054,未退款,已完成,
TB0000241,2026-08-08 12:28:55,3643674,图书文创-商品3674,1,16.3,16.3,0,0,1000054,未退款,已完成,
TB0000242,2026-08-09 03:57:19,167362,数码家电-商品7362,1,441.43,441.43,0,0,1000054,未退款,已完成,
TB0000243,2026-08-11 11:41:59,167362,数码家电-商品7362,1,271.41,271.41,0,0,1000054,未退款,已完成,
TB0000244,2026-08-10 03:27:55,5129067,美妆个护-商品9067,1,25.7,25.7,0,0,1000060,未退款,已完成,
TB0000245,2026-08-05 14:11:13,1120968,食品生鲜-商品0968,1,96.16,96.16,0,0,1000061,未退款,已完成,
TB0000246,2026-08-12 14:13:00,1388090,母婴玩具-商品8090,1,28.19,28.19,0,0,1000061,未退款,已完成,
TB0000247,2026-08-12 14:42:53,3085401,美妆个护-商品5401,1,295.74,295.74,0,0,1000061,未退款,已完成,
TB0000248,2026-08-07 05:38:47,3716878,美妆个护-商品6878,1,295.86,295.86,0,0,1000070,未退款,已完成,
TB0000249,2026-08-05 03:07:41,3211011,美妆个护-商品1011,1,77.6,77.6,0,0,1000084,未退款,已完成,
TB0000250,2026-08-06 02:46:42,2675133,美妆个护-商品5133,1,235.74,235.74,0,0,1000084,未退款,已完成,
TB0000250,2026-08-06 02:46:42,2086401,美妆个护-商品6401,1,257.58,257.58,0,0,1000084,未退款,已完成,
TB0000251,2026-08-06 03:29:51,3350364,家居日用-商品0364,1,50.87,50.87,0,0,1000084,未退款,已完成,
TB0000252,2026-08-09 03:03:16,3355175,母婴玩具-商品5175,1,152.45,152.45,0,0,1000084,未退款,已完成,
TB0000253,2026-08-12 05:03:58,3891320,数码家电-商品1320,1,135.29,135.29,0,0,1000084,未退款,已完成,
TB0000254,2026-08-12 07:12:14,2425522,图书文创-商品5522,1,34.2,34.2,0,0,1000084,未退款,已完成,
TB0000255,2026-08-05 06:58:34,2426361,运动户外-商品6361,1,147.2,147.2,0,0,1000085,未退款,已完成,
TB0000256,2026-08-06 08:27:18,1282204,服饰鞋包-商品2204,1,51.41,51.41,0,0,1000085,未退款,已完成,
TB0000257,2026-08-06 08:27:19,280390,家居日用-商品0390,1,42.91,42.91,0,0,1000085,未退款,已完成,
TB0000257,2026-08-06 08:27:19,697256,食品生鲜-商品7256,1,55.68,55.68,0,0,1000085,未退款,已完成,
TB0000258,2026-08-07 04:07:16,1242107,图书文创-商品2107,1,43.8,43.8,0,0,1000085,已退款,已退款,
TB0000258,2026-08-07 04:07:16,387031,图书文创-商品7031,1,12.57,12.57,0,0,1000085,已退款,已退款,
TB0000259,2026-08-07 04:57:45,253113,图书文创-商品3113,1,16.28,16.28,0,0,1000085,未退款,已完成,
TB0000260,2026-08-07 05:02:45,1242107,图书文创-商品2107,1,67.58,67.58,0,0,1000085,未退款,已完成,
TB0000260,2026-08-07 05:02:45,387031,图书文创-商品7031,1,56.41,56.41,0,0,1000085,未退款,已完成,
TB0000261,2026-08-08 01:50:07,228766,美妆个护-商品8766,1,181.94,181.94,0,0,1000085,未退款,已完成,
TB0000262,2026-08-08 09:16:11,4382786,运动户外-商品2786,1,78.76,78.76,0,0,1000085,未退款,已完成,
TB0000263,2026-08-10 12:32:02,327684,数码家电-商品7684,1,478.18,478.18,0,0,1000085,未退款,已完成,
TB0000264,2026-08-04 11:19:13,808592,家居日用-商品8592,1,103.23,103.23,0,0,1000103,未退款,已完成,
TB0000265,2026-08-08 13:42:54,2981175,母婴玩具-商品1175,1,33.57,33.57,0,0,1000103,未退款,已完成,
TB0000266,2026-08-12 06:59:05,642443,母婴玩具-商品2443,1,66.86,66.86,0,0,1000103,未退款,已完成,
TB0000267,2026-08-12 06:59:06,2135175,母婴玩具-商品5175,1,186.17,186.17,0,0,1000103,未退款,已完成,
TB0000268,2026-08-07 17:37:24,2577764,食品生鲜-商品7764,1,89.72,89.72,0,0,1000115,未退款,已完成,
TB0000269,2026-08-11 07:58:06,4752224,数码家电-商品2224,1,289.8,289.8,0,0,1000115,未退款,已完成,
TB0000270,2026-08-11 09:21:40,2712827,数码家电-商品2827,1,172.55,172.55,0,0,1000115,未退款,已完成,
TB0000270,2026-08-11 09:21:40,3294376,数码家电-商品4376,1,419.2,419.2,0,0,1000115,未退款,已完成,
TB0000271,2026-08-11 09:28:29,2712827,数码家电-商品2827,1,652.35,652.35,0,0,1000115,未退款,已完成,
TB0000271,2026-08-11 09:28:29,3294376,数码家电-商品4376,1,600.63,600.63,0,0,1000115,未退款,已完成,
TB0000272,2026-08-12 10:59:48,2929406,家居日用-商品9406,1,45.63,45.63,0,0,1000115,未退款,已完成,
TB0000273,2026-08-04 14:32:50,843421,数码家电-商品3421,1,724.31,724.31,0,0,1000134,未退款,已完成,
TB0000274,2026-08-04 16:12:33,843421,数码家电-商品3421,1,790.46,790.46,0,0,1000134,未退款,已完成,
TB0000275,2026-08-11 15:11:49,371483,图书文创-商品1483,1,38.34,38.34,0,0,1000134,未退款,已完成,
TB0000276,2026-08-07 13:04:16,1161410,美妆个护-商品1410,1,43.51,43.51,0,0,1000135,未退款,已完成,
TB0000277,2026-08-10 01:35:52,1766489,家居日用-商品6489,1,63.51,63.51,0,0,1000139,未退款,已完成,
TB0000278,2026-08-12 13:14:54,1584458,美妆个护-商品4458,1,75.67,75.67,0,0,1000139,未退款,已完成,
TB0000279,2026-08-05 02:20:28,899111,运动户外-商品9111,1,230.16,230.16,0,0,1000151,已退款,已退款,
TB0000280,2026-08-06 07:58:13,2753529,运动户外-商品3529,1,269.73,269.73,0,0,1000151,未退款,已完成,
TB0000281,2026-08-12 03:49:45,4828228,服饰鞋包-商品8228,1,76.82,76.82,0,0,1000151,未退款,已完成,
TB0000282,2026-08-05 03:37:26,2727187,食品生鲜-商品7187,1,18.4,18.4,0,0,1000154,未退款,已完成,
TB0000283,2026-08-04 07:12:30,934383,图书文创-商品4383,1,45.57,45.57,0,0,1000165,未退款,已完成,
TB0000284,2026-08-10 16:26:40,3334782,图书文创-商品4782,1,64.86,64.86,0,0,1000165,未退款,已完成,
TB0000285,2026-08-09 03:21:04,3673639,图书文创-商品3639,1,48.29,48.29,0,0,1000169,未退款,已完成,
TB0000286,2026-08-09 01:41:17,3904698,图书文创-商品4698,1,45.71,45.71,0,0,1000186,未退款,已完成,
TB0000287,2026-08-04 02:05:22,2037794,服饰鞋包-商品7794,1,98.9,98.9,0,0,1000191,未退款,已完成,
TB0000288,2026-08-04 02:15:01,1436096,服饰鞋包-商品6096,1,144.5,144.5,0,0,1000191,未退款,已完成,
TB0000289,2026-08-11 09:29:18,363706,数码家电-商品3706,1,449.31,449.31,0,0,1000191,未退款,已完成,
TB0000290,2026-08-11 10:33:00,4879844,家居日用-商品9844,1,98.81,98.81,0,0,1000191,未退款,已完成,
TB0000291,2026-08-11 11:04:30,4319337,母婴玩具-商品9337,1,197.28,197.28,0,0,1000191,未退款,已完成,
TB0000292,2026-08-08 15:04:33,3997987,图书文创-商品7987,1,52.43,52.43,0,0,1000194,已退款,已退款,
TB0000293,2026-08-05 02:29:59,4378276,服饰鞋包-商品8276,1,60.71,60.71,0,0,1000204,未退款,已完成,
TB0000294,2026-08-07 03:32:53,4893461,美妆个护-商品3461,1,235.2,235.2,0,0,1000209,未退款,已完成,
TB0000295,2026-08-07 05:45:23,2313092,美妆个护-商品3092,1,39.85,39.85,0,0,1000209,未退款,已完成,
TB0000296,2026-08-07 06:21:09,3513369,食品生鲜-商品3369,1,59.62,59.62,0,0,1000209,未退款,已完成,
TB0000297,2026-08-04 13:24:05,2397544,服饰鞋包-商品7544,1,154.58,154.58,0,0,1000222,未退款,已完成,
TB0000298,2026-08-05 00:25:05,2397544,服饰鞋包-商品7544,1,45.02,45.02,0,0,1000222,未退款,已完成,
TB0000299,2026-08-05 23:33:30,1341388,服饰鞋包-商品1388,1,119.15,119.15,0,0,1000222,未退款,已完成,
TB0000300,2026-08-05 23:37:25,3461725,数码家电-商品1725,1,527.92,527.92,0,0,1000222,未退款,已完成,
TB0000301,2026-08-08 10:37:36,2821630,美妆个护-商品1630,1,117.96,117.96,0,0,1000222,未退款,已完成,
TB0000301,2026-08-08 10:37:36,4429587,美妆个护-商品9587,1,91.18,91.18,0,0,1000222,未退款,已完成,
TB0000302,2026-08-04 06:51:24,2730342,图书文创-商品0342,1,68.15,68.15,0,0,1000228,未退款,已完成,
TB0000303,2026-08-07 05:48:12,1880571,图书文创-商品0571,1,29.18,29.18,0,0,1000228,未退款,已完成,
TB0000304,2026-08-07 14:33:21,329628,运动户外-商品9628,1,83.39,83.39,0,0,1000228,未退款,已完成,
TB0000305,2026-08-08 07:31:38,3815973,美妆个护-商品5973,1,234.83,234.83,0,0,1000228,未退款,已完成,
TB0000306,2026-08-09 04:23:26,4706681,图书文创-商品6681,1,41.98,41.98,0,0,1000228,未退款,已完成,
TB0000307,2026-08-09 14:54:38,5044003,美妆个护-商品4003,1,53.39,53.39,0,0,1000236,未退款,已完成,
TB0000308,2026-08-05 01:58:54,2766083,服饰鞋包-商品6083,1,169.73,169.73,0,0,1000251,未退款,已完成,
TB0000309,2026-08-07 09:30:32,4705577,食品生鲜-商品5577,1,21.49,21.49,0,0,1000251,未退款,已完成,
TB0000310,2026-08-07 09:34:20,855702,数码家电-商品5702,1,588.45,588.45,0,0,1000251,未退款,已完成,
TB0000311,2026-08-05 13:00:12,2076430,数码家电-商品6430,1,477.96,477.96,0,0,1000263,已退款,已退款,
TB0000312,2026-08-06 02:56:55,3238416,食品生鲜-商品8416,1,40.52,40.52,0,0,1000263,未退款,已完成,
TB0000313,2026-08-11 12:31:20,2378086,图书文创-商品8086,1,13.32,13.32,0,0,1000263,未退款,已完成,
TB0000314,2026-08-11 12:50:30,2853105,食品生鲜-商品3105,1,9.88,9.88,0,0,1000263,已退款,已退款,
TB0000315,2026-08-07 15:03:03,3921636,数码家电-商品1636,1,387.2,387.2,0,0,1000269,未退款,已完成,
TB0000316,2026-08-12 01:58:41,3559629,数码家电-商品9629,1,348.83,348.83,0,0,1000269,未退款,已完成,
TB0000317,2026-08-12 02:13:58,4834624,家居日用-商品4624,1,54.45,54.45,0,0,1000269,未退款,已完成,
TB0000318,2026-08-05 06:54:12,1760208,服饰鞋包-商品0208,1,127.54,127.54,0,0,1000274,未退款,已完成,
TB0000319,2026-08-06 02:05:38,1109681,美妆个护-商品9681,1,111.32,111.32,0,0,1000274,未退款,已完成,
TB0000320,2026-08-06 02:07:59,3303380,数码家电-商品3380,1,567.98,567.98,0,0,1000282,未退款,已完成,
TB0000321,2026-08-06 04:25:17,3263745,母婴玩具-商品3745,1,162.84,162.84,0,0,1000283,未退款,已完成,
TB0000322,2026-08-07 11:06:46,5079166,母婴玩具-商品9166,1,85.03,85.03,0,0,1000291,未退款,已完成,
TB0000323,2026-08-09 11:23:37,1315997,母婴玩具-商品5997,1,189.85,189.85,0,0,1000291,未退款,已完成,
TB0000324,2026-08-10 03:47:40,2596189,服饰鞋包-商品6189,1,156.36,156.36,0,0,1000296,未退款,已完成,
TB0000325,2026-08-10 23:29:49,4960832,食品生鲜-商品0832,1,30.12,30.12,0,0,1000313,未退款,已完成,
TB0000326,2026-08-10 23:59:03,2742490,母婴玩具-商品2490,1,189.03,189.03,0,0,1000313,未退款,已完成,
TB0000327,2026-08-11 17:01:51,2190257,运动户外-商品0257,1,233.78,233.78,0,0,1000313,未退款,已完成,
TB0000327,2026-08-11 17:01:51,1413154,服饰鞋包-商品3154,1,71.39,71.39,0,0,1000313,未退款,已完成,
TB0000328,2026-08-11 17:03:16,4611654,母婴玩具-商品1654,1,168.65,168.65,0,0,1000313,未退款,已完成,
TB0000329,2026-08-05 13:38:35,4421027,美妆个护-商品1027,1,192.01,192.01,0,0,1000317,未退款,已完成,
TB0000330,2026-08-05 14:16:33,587491,母婴玩具-商品7491,1,134.82,134.82,0,0,1000317,未退款,已完成,
TB0000331,2026-08-12 04:12:54,3195646,数码家电-商品5646,1,864.46,864.46,0,0,1000319,未退款,已完成,
TB0000332,2026-08-12 08:08:29,2955267,食品生鲜-商品5267,1,65.89,65.89,0,0,1000328,未退款,已完成,
TB0000333,2026-08-12 14:39:56,1299999,母婴玩具-商品9999,1,173.62,173.62,0,0,1000332,未退款,已完成,
TB0000334,2026-08-06 05:01:00,1045779,家居日用-商品5779,1,131.39,131.39,0,0,1000335,未退款,已完成,
TB0000335,2026-08-06 14:24:05,2242589,数码家电-商品2589,1,397.51,397.51,0,0,1000335,未退款,已完成,
TB0000335,2026-08-06 14:24:05,253040,数码家电-商品3040,1,685.3,685.3,0,0,1000335,未退款,已完成,
TB0000336,2026-08-08 11:57:26,872404,母婴玩具-商品2404,1,125.41,125.41,0,0,1000335,未退款,已完成,
TB0000337,2026-08-09 04:39:01,3629464,母婴玩具-商品9464,1,40.31,40.31,0,0,1000335,未退款,已完成,
TB0000338,2026-08-11 15:48:03,4747009,食品生鲜-商品7009,1,89.46,89.46,0,0,1000335,未退款,已完成,
TB0000339,2026-08-12 13:27:53,3210567,运动户外-商品0567,1,275.79,275.79,0,0,1000335,未退款,已完成,
TB0000340,2026-08-12 13:32:33,2068780,运动户外-商品8780,1,218.27,218.27,0,0,1000335,未退款,已完成,
TB0000341,2026-08-08 04:29:41,1963858,服饰鞋包-商品3858,1,117.55,117.55,0,0,1000349,未退款,已完成,
TB0000342,2026-08-08 04:50:54,906282,母婴玩具-商品6282,1,189.23,189.23,0,0,1000349,未退款,已完成,
TB0000342,2026-08-08 04:50:54,1545024,数码家电-商品5024,1,478.32,478.32,0,0,1000349,未退款,已完成,
TB0000343,2026-08-08 05:01:06,4350284,食品生鲜-商品0284,1,80.86,80.86,0,0,1000349,未退款,已完成,
TB0000343,2026-08-08 05:01:06,1545024,数码家电-商品5024,1,722.48,722.48,0,0,1000349,未退款,已完成,
TB0000344,2026-08-09 11:52:33,1486733,服饰鞋包-商品6733,1,187.53,187.53,0,0,1000349,未退款,已完成,
TB0000345,2026-08-10 12:32:32,1486733,服饰鞋包-商品6733,1,113.14,113.14,0,0,1000349,未退款,已完成,
TB0000346,2026-08-11 05:16:04,2583697,服饰鞋包-商品3697,1,197.12,197.12,0,0,1000349,未退款,已完成,
TB0000347,2026-08-07 08:33:30,4382294,家居日用-商品2294,1,45.72,45.72,0,0,1000364,未退款,已完成,
TB0000348,2026-08-03 17:19:06,4289193,服饰鞋包-商品9193,1,180.34,180.34,0,0,1000374,未退款,已完成,
TB0000348,2026-08-03 17:19:06,3345827,服饰鞋包-商品5827,1,56.68,56.68,0,0,1000374,未退款,已完成,
TB0000348,2026-08-03 17:19:06,961402,服饰鞋包-商品1402,1,58.51,58.51,0,0,1000374,未退款,已完成,
TB0000349,2026-08-06 13:32:47,1616868,图书文创-商品6868,1,51.71,51.71,0,0,1000398,未退款,已完成,
TB0000350,2026-08-07 13:30:30,870334,运动户外-商品0334,1,366.46,366.46,0,0,1000398,未退款,已完成,
TB0000351,2026-08-12 13:10:25,2028325,服饰鞋包-商品8325,1,184.62,184.62,0,0,1000398,未退款,已完成,
TB0000352,2026-08-12 13:19:34,2627840,服饰鞋包-商品7840,1,87.33,87.33,0,0,1000398,未退款,已完成,
TB0000353,2026-08-06 00:32:47,1360115,家居日用-商品0115,1,134.54,134.54,0,0,1000408,未退款,已完成,
TB0000354,2026-08-06 08:24:07,2049359,母婴玩具-商品9359,1,71.03,71.03,0,0,1000408,已退款,已退款,
TB0000355,2026-08-06 08:25:50,3732060,服饰鞋包-商品2060,1,148.64,148.64,0,0,1000408,未退款,已完成,
TB0000356,2026-08-04 14:42:24,4947782,运动户外-商品7782,1,287.79,287.79,0,0,1000417,未退款,已完成,
TB0000357,2026-08-05 17:08:44,2641045,食品生鲜-商品1045,1,33.44,33.44,0,0,1000417,未退款,已完成,
TB0000358,2026-08-05 17:55:00,1367549,母婴玩具-商品7549,1,107.7,107.7,0,0,1000417,未退款,已完成,
TB0000359,2026-08-07 09:16:20,3687513,数码家电-商品7513,1,173.15,173.15,0,0,1000417,未退款,已完成,
TB0000360,2026-08-08 09:14:05,3582107,运动户外-商品2107,1,81.53,81.53,0,0,1000417,未退款,已完成,
TB0000361,2026-08-08 15:36:09,4721843,图书文创-商品1843,1,30.25,30.25,0,0,1000417,未退款,已完成,
TB0000362,2026-08-09 04:52:53,3822586,服饰鞋包-商品2586,1,140.05,140.05,0,0,1000417,未退款,已完成,
TB0000363,2026-08-09 15:26:51,3543955,食品生鲜-商品3955,1,58.53,58.53,0,0,1000417,未退款,已完成,
TB0000364,2026-08-09 15:37:21,3949923,运动户外-商品9923,1,245.2,245.2,0,0,1000417,未退款,已完成,
TB0000365,2026-08-10 02:46:23,1982333,家居日用-商品2333,1,18.84,18.84,0,0,1000417,未退款,已完成,
TB0000366,2026-08-12 14:59:32,137093,美妆个护-商品7093,1,268.48,268.48,0,0,1000417,未退款,已完成,
TB0000367,2026-08-07 13:25:32,1962765,数码家电-商品2765,1,678.96,678.96,0,0,1000420,未退款,已完成,
TB0000368,2026-08-05 05:21:41,4943232,服饰鞋包-商品3232,1,193.1,193.1,0,0,1000429,未退款,已完成,
TB0000369,2026-08-12 04:19:49,1826964,美妆个护-商品6964,1,214.03,214.03,0,0,1000429,未退款,已完成,
TB0000370,2026-08-12 07:01:07,742995,图书文创-商品2995,1,38.64,38.64,0,0,1000429,未退款,已完成,
TB0000371,2026-08-06 14:50:15,4497087,数码家电-商品7087,1,504.73,504.73,0,0,1000436,未退款,已完成,
TB0000372,2026-08-07 10:32:31,1421962,家居日用-商品1962,1,119.19,119.19,0,0,1000436,未退款,已完成,
TB0000373,2026-08-08 03:03:34,4055511,运动户外-商品5511,1,77.97,77.97,0,0,1000436,未退款,已完成,
TB0000374,2026-08-08 03:27:34,492803,家居日用-商品2803,1,114.78,114.78,0,0,1000436,未退款,已完成,
TB0000375,2026-08-09 11:02:06,162994,数码家电-商品2994,1,754.18,754.18,0,0,1000436,未退款,已完成,
TB0000376,2026-08-11 03:18:43,1542569,图书文创-商品2569,1,36.75,36.75,0,0,1000436,未退款,已完成,
TB0000377,2026-08-12 08:43:00,1004566,食品生鲜-商品4566,1,67.24,67.24,0,0,1000436,未退款,已完成,
TB0000378,2026-08-12 05:14:01,4395247,家居日用-商品5247,1,113.46,113.46,0,0,1000438,未退款,已完成,
TB0000379,2026-08-12 05:15:14,2487684,家居日用-商品7684,1,83.45,83.45,0,0,1000438,未退款,已完成,
TB0000380,2026-08-12 05:16:15,4170019,家居日用-商品0019,1,42.98,42.98,0,0,1000438,未退款,已完成,
TB0000381,2026-08-12 05:29:27,4395247,家居日用-商品5247,1,70.39,70.39,0,0,1000438,已退款,已退款,
TB0000382,2026-08-12 05:31:45,4170019,家居日用-商品0019,1,149.85,149.85,0,0,1000438,未退款,已完成,
TB0000383,2026-08-12 05:38:22,4395247,家居日用-商品5247,1,146.98,146.98,0,0,1000438,未退款,已完成,
